"review_id","company","product","review_text","sentiment_label"
"Schiff","Amazon","Electronics","Great little tablet for the avg user BUT no iPad I have owned a few tablets and currently own an iPad and iPhone. I'm invested in the Amazon ecosystem via Kindle e-readers and Fire TV's. This tablet is incredibly affordable and offers acceptable performance but it's heavily restricted if you do not figure out how to install the Google Play store as the Amazon App Store is missing a huge number of every day apps. It's a great extension for Fire TV's and it's certainly a good choice as a primary tablet for kids or parents who don't have an Apple budget. Personally I still find myself reaching for the iPad.","neutral"
"Toshalee","Amazon","Electronics","Disappointed doesn't play Netflix So I bought my little guys these tablets... so that I could repossess my IPad. Love the free time app but who could've imagined they wouldn't play NETFLIX!! So now... I'm out the money for the tablet and still don't have my iPad back... and yes, I called Amazon numerous times... they work after the fix, but the next time they go to use them they don't work again... the fix takes several minutes as it's force stopping the app, clearing cache then doing a hard restart... then you have to wait to restart Netflix.... oh and sometimes you have to do it numerous times before it works... if it works at all","somewhat negative"
"SeansterCT","Amazon","Electronics","Stopped working after 2 wks I can't return through Best Buy, because it's over 15 days. Started out ok, but then it just stopped working. It keeps freezing at home screen and I can't access anything. Extremely disappointed.","very negative"
"mrslmjc","Amazon","Electronics","Great Tablet Perfect for beginners or for anyone that wants great tablet at a great price although it's cheaper than when the original was released it still has the same greatness as it's predecessors for 1 forth of the price.","very positive"
"jsiklva4450","Amazon","Electronics","I'm returning it because a new version is coming i I'm returning it because a new version is coming i","very negative"
"Plum","Amazon","Electronics","You get what you pay for. Wanted a cheap tablet to read books and comics. I found the lack of apps to be disappointing. It seems the tabelt is designed to make one buy books from amazon or to buy apps.","somewhat negative"
"Rysalynn08","Amazon","Electronics","Lasted less than a month We purchased the tablet on December 4th, 2015 and by January 8th, 2016 the tablet shut off completely and does not work an will not turn on. This was a waste of money.","very negative"
"Senthilkumar","Amazon","Electronics","Best for 2 Years to learn Cool tab. Must buy for kids. Amazon need load apps","very positive"
"Euro90","Amazon","Electronics","Not as great as I expected I purchased the Amazon echo a little over a month ago. I like the concept of the echo but unfortunately it's not as responsive as I had hoped. Trying to get local news is nearly impossible. It's also not in sync with my Amazon account. Packages I ordered on Amazon that are delivered, it will still tell me are still in route. I think the speaker is a decent quality and I stream music quite often. I probably would not buy it again. Too expensive for the limited things it can do. Again, I like the concept but it still needs a lot of improvements.It's advertised as though it will make your life easier but other than creating a shopping list for me, I have not had an overwhelming life enhancing experience.","neutral"
"Thomas L. Coulter","Amazon","Electronics","This is a rip-off! I will use my apple ... This is a rip-off! I will use my apple USB plug instead, for free!","somewhat negative"
"Amazontab","Amazon","Electronics","Really bad I regretted buying this item.I will never recommend this to anyone","very negative"
"dupasue","Amazon","Electronics","great for kids originally had a 4g and needed a larger one for my nephew to play games and this is perfect for a 5 year old.","somewhat positive"
"MSG3","Amazon","Electronics","The sound was great I returned the item because itt was not wireless. It always needed to be plugged in in order to work. Otherwise it was a great product. I was looking for something that could be taken from level to level as well as outside with ease.","neutral"
"icanjp","Amazon","Electronics","great little device fire tablet is very powerful for the size and does everything!","somewhat negative"
"NateinTomball","Amazon","Electronics","Solid for the price The system is a little slow and then if you get the one with the offers, they slow down your reading a bit. But, you can't beat the price. This is not a full tablet. It' an E-Reader with a lot of enhanced functions.","neutral"
"Kelso","Amazon","Electronics","Tablet for my 8 year old Its a decent tablet for a really good price. it has lots of pre-installed apps, which only a couple are used by my son. He loves taking and editing videos, so the front and rear cameras are essential. Its a nice tablet overall, and I'm sure he and I will like it more once it is completely set up the way we want it.","somewhat positive"
"Lucy","Amazon","Electronics","Don't even bother This item is the worst ever a d the tech support is even worst. Spent hour troubleshooting and their solution was to return it to Bestbuy a d get anotherone. So i did. And guess what? It didn't work ether. Basically the Netflix app can't be downloaded becuse the Amazon Fire tv won't let you and to make it worst if you're a fan of HBO brace yourself becuase the app isn't even available on their app store. HBO simply doesn't exist. I spent in total 4 days troubleshooting with the Amazon team actually managing the Fire TV remotely from their offices and the answer was that ether the equipment is defective or that they don't have Netflix or HBO available for it. REALLY ITS FREAKING ADVERTISED ON THE BOX. DONT WAIST YOUR MONEY. better get an apple tv or a roku","very negative"
"Steve","Amazon","Electronics","Great birthday gift Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.","somewhat positive"
"Jaymar819","Amazon","Electronics","Good beginnner tab Good for gift, inexpensive and functional. A bit larger than my Note 5.","very positive"
"LeeH","Amazon","Electronics","Love it. Love it. Great gift for those that like things to be more convenient. Why get up every five seconds when alexa can do it for you.","very positive"
"Atilaye2005","Amazon","Electronics","Great kindle for a beginner My kids had a good time with the kindle and now I feel like best buy is the best store ever.","very positive"
"Nana","Amazon","Electronics","great for my grandsons Christmas present I bought two of these kindles for two grandsons. They are very good with electronic items even though they are young","somewhat positive"
"Queenwolf","Amazon","Electronics","TOO MUCH BAGGAGE TO GO THROUGH I wanted to like this a lot because my Ipad Mini is heavy to carry in my purse all the time. This is so very light. BUT they make you jump through hoops to get rid of all the advertising on the device AND when you buy it at Best Buy you are not given a choice to spend an extra 20 on a 119 dollar book or put up with their ads. I had to go through being on hold FOREVER to get someone to help get this off my device so that was an IMMEDIATE turn-off. I don't find it to page-turn handle as well as my OLD ORIGINAL NOOK OR NOOK COLOR and certainly not anything like the Ipad Mini. If I hadnt kept it too long to return I would have. It doesn't auto correct to landscape then portrate, nope you have to MANUALLY CHOOSE ONE OR THE OTHER AND GOING BACK AND FORTH IS just stupid...it should have been part of the IMPROVED design, THEY REALLY MISSED THE MARK FOR THE PRICE. i CAN GET A FULL TABLET FOR LESS MONEY THAT DOES ALL THAT AND SIMPLY USE THE KINDLE APPPROSLight weightSmall for purseback lightCONS1-comes preloaded with ads2-not easy to get them off if you buy device in a store3-page control is not that simple4-t doesn't auto turn from landscape to portrate you have to set it to one OR the other5-not as touch responsive to anything6-don't like the organization of it","somewhat negative"
"Abyss717","Amazon","Electronics","Did not meet expectations I read reviews before making a decision for my purchase, but ended up returning the device as I was expecting an experience like that of an Android tablet.","very negative"
"DJof4","Amazon","Electronics","great beginners kids tablet The tablet is pretty good, I would give it 5 stars if you are able to download an use apps from the Google store, that is one of my only big complaint. And also how fast the SD card got filled with items from Amazon OS that's on the tablet without the user knowing. On the other hand, With four kids using tablets as reward time it helps the kids free time is awesome it useful","neutral"
"JustaGuy","Amazon","Electronics","Google Home Much Better Daily Traded in the Echo for Google Home after trying both. Did the training questions but still found it could only answer 6 of 10 questions. There were many specific apps but trying to remember the cues words is more difficult. Google home answers without cue words the first time and can extend a conversation based on the first question. Can ask for driving times to destinations without an app, same for getting a cocktail recipe. Very dry responses where GH has personality. Try them both before deciding what is best for your needs.","neutral"
"SF61","Amazon","Electronics","Dead within the week. I purchased this for my mother in law. She is getting old and wanted something she could see.The font size was never quite right for her and she was often confused by all the attempts this device makes to sell you something. It really wasn't a good fit for her.The device died approximately 1 week after purchase. We returned it for a refund.","somewhat negative"
"smudge","Amazon","Electronics","Kindle Review. There have been a few minor changes included in this new Kindle that I don't particularly like.Opening page is slightly confusing.","neutral"
"Tetsuo","Amazon","Electronics","Disappointing The sound quality of the speaker in my opinion is not worth the extra cost versus a Echo Dot. I could spend the difference on a separate speaker to use with the Dot and also have the flexibility of using that speaker elsewhere.","very negative"
"tapioca","Amazon","Electronics","Not what expected Disappointed with this tablet. Get one that uses Android system, not Amazon.","somewhat negative"
"kindle","Amazon","Electronics","better tables around Very nice size. Now only 50$. There's no Google play store so can't use Google Chrome cast to watch movies on tv. A tablet Without a Google play store is a disadvantage.","somewhat negative"
"Renee","Amazon","Electronics","Good value Bought this for a friend. It does the job (basic web and book reading) and at an affordable price. Nothing too fancy, but no problems.","neutral"
"beeker","Amazon","Electronics","Size and design is good but very slow I love the kindle and have had one in one shape or another since they first came out, but I just could not take how slow this model was. I returned it and purchased a Samsung tablet.","somewhat negative"
"dmac73","Amazon","Electronics","Ok product Good beginner tablet for older person who likes surf Internet.","neutral"
"Shae55","Amazon","Electronics","Pretty basic but works Pretty basic tablet. Lagging processor but it works.","neutral"
"navinjo","Amazon","Electronics","Works well Great e reader. Preffered the brighter display of the voyage over the paperwhite. Happy with 3G connection for all time access.","very positive"
"smileyone","Amazon","Electronics","Lots of great apps Good battery life, Good screen clarity, Easy to use.","somewhat positive"
"LGLDSR","Amazon","Electronics","Seriously Needs Improvement - Overrated! Let's be realistic on two fronts about the Echo: (1) I'ts fun to play with, a novel idea. (2) There are some serious flaws and if you doubt me you can try these yourself. Ask Alexa these three questions:(1) What is the Customer Service Number for UPS?. You'll be told the phone number of your nearest UPS store. No matter how you phrase the question.(2) Alexa, what is the current humidity outside?. You'll get the days weather report no matter how you pose the question. Seriously, it cannot even provide the Humidity?(3) Alexa, Who makes the 747 Jet?. You'll hear Hmmm, I'm not sure what you meant by that question. So throw in a clue with Alexa, who makes the Boeing 747 Jet? and you'll hear the same answer. And this product is alleged to go out to the web to pull down information from Wikipedia, et al?(4) The reproduction of music is egregious at best. Read anywhere on the Internet and you'll see this mentioned time and time again. It's very, very bad. Imagine a 1960's Transistor Radio not quite tuned well..(5) The voice quality sounds like something from a Commodore-64 back in the 1980's. Another very common complaint you'll read about in reviews.This is going back tonight. Not worth the $179.00 and I feel it's slated to go the route of the Pet Rock (for those who remember it).","very negative"
"pblee54","Amazon","Electronics","so so After owning the kids Samsung, this seems confusing to navigate. Also they have returned to using the Samaumg","somewhat negative"
"Gift","Amazon","Electronics","Great tablet for a beginner I got this tablet for a senior that is learning to to use a tablet and learning navigate through apps and the Internet and adjust to a reader","somewhat positive"
"Scrooge","Amazon","Electronics","very easy to use and is very durable. Grandkids fight over this. My daughter also uses this. Very good and user friendly. Would buy again.","very positive"
"ChuckinDallas","Amazon","Electronics","So So Didn't really do it for me. Being an ipad user, this unit was really foreign. If you are familiar with Amazon Fire products, it will be great for you.","somewhat negative"
"Elizroybal","Amazon","Electronics","Great kids tablet I have 3 autistic kids and is great cause they can be rough .","neutral"
"Firemaid","Amazon","Electronics","User friendly even for old folks My son gave this to me for a B-day gift! Music, movies, shows - and some news. Since I cut the cable I find that there really is very little news that I can't get elsewhere. No more news-fix required! Works with my Fire Tablet too!","somewhat positive"
"Tabitha","Amazon","Electronics","Complicating I love my device but wish there was more of a descriptive summary of how to get music stations and as well as other features. I've learned most by just coming upon things. Needs better operating instructions","neutral"
"weaver","Amazon","Electronics","Power fast How about power not! This doesn't power anything. I got this for my dad for Christmas and we just thought his Kindle was bad..nope..tried it on other things and it won't charge anything...I want my money back or a replace meant...maybe this unit is just bad! But 20 bucks down the drain!","very negative"
"kyp74","Amazon","Electronics","ok for a starter tablet For the price this was an ok purchase...the camera picture is not very good to say the least but overall ok for the price.","neutral"
"Richard","Amazon","Electronics","Does not work properly Device does not stay connected to wifi, always disconnecting. This makes product unusable for alarms and timers. When used to work with harmony, at times, does not turn on all devices. Over priced and overrated. Purchased Google Home, for the past week, it has not lost contact with wifi, and works perfectly with harmony hub. Difficult setup with echo, even with 5-6 times with echo support, they can't figure it out. Wish I could return, not too late.","very negative"
"rhysdt69","Amazon","Electronics","WAY too much to go thru for so little!! Price was too high( so we found out). Customer service at Best Buy in North Myrtle Beach had very little patience with our questions, not enough questions answered. We later found out that this too is Best Buy policy.","somewhat negative"
"Haaq","Amazon","Electronics","Its okay This is good for beginners but not very good . Its wifi work terrible","neutral"
"MiniMe","Amazon","Electronics","This thing blows This thing is ok as long as you don't expect it to be or have stuff(Apps&Games) like Samsung or Apple cause it doesn't. It has its own line of ****","very negative"
"MovieWatcher123456789","Amazon","Electronics","A good tablet Performs as expected. An excellent value, especially for lose looking for a reasonably priced gift for techies...or for kids!","somewhat positive"
"John","Amazon","Electronics","Fire good It works well for what I am using it for. To access shows.","very positive"
"DataFinder","Amazon","Electronics","Great gift Looking for a present for that young professional or graduate, this is great. They love technology.","very positive"
"AJ1983","Amazon","Electronics","Price is good but not worth ! Bought this tablet this Thanksgiving for $35.Tablet is too slow and apps doesn't responds properly, tried doing the updates over wifi to see if that resolves the issue but that didn't work too.Commons apps like Gmail, Facebook, Messenger or browser related are dying very frequently and sometimes doesn't even boots up, also, coming from Android you will feel that you have landed up in a deserted apps land.A good tablet for kids but adults can't rely on it !","somewhat negative"
"4supgrade","Amazon","Electronics","Just a gimmick to sell music services Summary says it all really. It works, but its not really very useful.","neutral"
"Mickey","Amazon","Electronics","The screen is too dark, and cannot adjust it The screen is too dark, and cannot adjust the brightness","somewhat negative"
"BradM","Amazon","Electronics","Great value Very nice tablet for the price. Built in storage is limited but easily expandable with a microSD card. The Freetime app for kids is excellent. Overall I would recommend this tablet.","somewhat positive"
"Pianoman","Amazon","Electronics","Product is hard to use and eats batteries. I have a hard time navigating the menus and use is not intuitive,","neutral"
"cdenae25","Amazon","Electronics","Not charging well Will not seem to charge all the way and this is my 7th Kindlle.","somewhat negative"
"Eaglepc","Amazon","Electronics","So,so Once connected to my wi-fi, it would not connect to daughters wi-fi when I visited her. The loading time for programs is really slow. Oh well, what did I expect for only $49??","somewhat negative"
"Sissy","Amazon","Electronics","It wasn't easy to use I didn't find the e-reader easy to navigate and actually found it confusing. I have an older model and that one is easier to navigate. The new one was skipping pages sometimes also.","neutral"
"Bestbuymember41","Amazon","Electronics","Excellent gift! My son was very pleased when he saw the kindle fire. He loves it and it is great for him because he like to read his books online.","somewhat positive"
"Anasinflorence","Amazon","Electronics","Nice tablet. Good enough for the price. Great for Amazon subscriptions and Amazon shopping.","neutral"
"RockKitKit","Amazon","Electronics","Nice Amazon Fire Nice Amazon Fire tablet But...the camera is not clear enough 2.0 megapixels and Amazon Fire is very slow wedsite and app it takes very forever download I think I have to returned on best buy and buy a good tablet 10.1 Lenovo and Samsung Galaxy...I will gave a Zero Rating Star","very negative"
"Kefer82","Amazon","Electronics","Good for the home Very good when using with vivant. Also good when you want need to know something like the weather.","somewhat positive"
"Amazon Customer","Amazon","Electronics","One Star I had to buy it, what else is there to say.","very negative"
"krish","Amazon","Electronics","30 bucks! You get what you pay for. No complains............","neutral"
"Davistylor","Amazon","Electronics","To big This makes my phone way to big can't fit in pockets","very negative"
"NateH","Amazon","Electronics","Does the job most of the time If you are looking for an inexpensive tablet just for basic web surfing/shopping/etc., I don't know that you can get a better deal. However, that is about all you can do. We found out the hard way that the Fire (which we bought to replace a misplaced iPad, so maybe we were just spoiled) is pretty limited in terms of the Apps you can download. Forget about any Google based Apps and many of the standard apps that are generally available in the Android or Apple market place. I love Amazon itself and don't have any major issues with the product I got for the price I paid, I just won't be going the cheap route in the future. Hindsight being 20/20, I should have spent the money to just get a new iPad since that is what we were used to.","somewhat negative"
"Josephapple","Amazon","Electronics","Didn't do textbooks! I bought it for college textbooks but took it back because it didn't work for this particular device.","somewhat negative"
"Leephou","Amazon","Electronics","Tablet nice, not so nice battery though Had it for about a week and now it won't take charge, tried new chargers and still not taking charge. Happy with tablet but unhappy about not chatging","somewhat negative"
"wirelesssassyowner","Amazon","Electronics","didn't work This review can not be valid due to the device did not work for me. I would put it down. Just upgraded to the ECHO instead of the tap.","very negative"
"vikas","Amazon","Electronics","GreT It's slippery u cannot hold it it always slips and lots of ads definitely not good if u don't like advertising","very negative"
"randy","Amazon","Electronics","Good for him I got this for my 6 yr old son, I was looking to get him the Samsung tab 4 but this was a great deal less money. It works for the things he does.","neutral"
"James","Amazon","Electronics","beyond expectations We love it. it is not uncommon to start up and let it go for several hours. It can play a very wide genre of music. ( That is what we primarily bought it for>)","very positive"
"Daniel","Amazon","Electronics","Good for the money Good bare bones tablet for anyone if that is all you seek. Do not expect the performance of a $400 tablet for $50. I have wifi & bluetooth going while streaming netflix and it performs fine, no lag on a reliable network. This is an amazon based OS, not a traditional android system.... so it is all geared toward amazon advertising and will not let you do much unless you register your device with an amazon account. It even asks for your credit card, but can be removed afterward. All apps must be obtained from their amazon app store, no google play store which is considerably simpler. There are ways around this of course if you know how. One more thing that is important and it is this... After more than a week, I finally noticed with more use that my screen has 2 spots with dead pixels which show up as solid white dots and cannot be seen unless on a very dark or black screen. After searching & reading online, it seems there are very many reports of these tablets purchased from any source having this issue. Even read someone who purchased a 5 pack and had several units with dead pixels. Test your new tablet right away after buying on a dark screen. You may be fine but it pays to look. I did not overly use my tablet at first and did not notice right away and though I still have the receipt, I already discarded the packaging. I am at the 14 day point today and could have still returned it otherwise, but honestly for all I use it for I am not overly concerned. Still whether 50 or 400 dollars, a brand new item should be free of defects. Again, so far I find it to be a reliable device if a simple bare bones tablet is all you need.","neutral"
"anita","Amazon","Electronics","fire is easy to use. convenient, easy to use and grand kids all have one too.","somewhat positive"
"Runner","Amazon","Electronics","Waste of money Slow response. Wait 5 sec to turn a page. Frustrating. Best Buy says too bad so sad for me.","very negative"
"fprincessfay","Amazon","Electronics","Really Basic This is a basic tab. I bought this for my sister. You can't really do anything much on this unless you have an amazon account and you have to buy a prime membership which is expensive. But I was still able to use it for games and internet browsing. I had difficulty using it for anything more. Camera was not the best.","neutral"
"LanieMom","Amazon","Electronics","not the best Nice, clear images, but very slow and the ads on the start screen are annoying. Also, the search engine, Silk, is not very good. Switch to Google if you can. Should have just stuck with the Digiland tablet--a lot more bang for the buck.","somewhat negative"
"Cidsue","Amazon","Electronics","Too small Bought it accidentally. Meant to get an 8 inch screen.","somewhat negative"
"awn72","Amazon","Electronics","Awesome tablet A great and a very affordable tablet. Very compact and i love it.","very positive"
"rcklaatu","Amazon","Electronics","Love the convenience I love that the Echo responds well to anything I say. Weather, traffic, sports are all easy to ask for. I can't wait to begin hooking up my lights and other home electronics to it.","very positive"
"Lafeyette","Amazon","Electronics","Great assistant I read all reviews about the tap so I decided to try it, I love it. The tap keeps me up to date with weather, news etc. I use it every day.","very positive"
"2014","Amazon","Electronics","Easy to use This product is very easy and light to use. Love it.","neutral"
"mitchc1970","Amazon","Electronics","Tablet will not charge The tablet works great when the battery is charged. The problem we have is the provided charging cable connector does not seat well into the tablet's micro USB port and does not have a solid electrical connection. Therefore, most of the time the tablet sits useless with a dead battery.","somewhat negative"
"Karen Henning","Amazon","Electronics","Great at first, warped within 3 months I, as well as other Kindle lovers, have noticed that although we have taken great care with the cover, it has warped and has bubbles and is not durable. Within 3 months, and I only started using the Kindle with the cover in the past 2 weeks, noticed the cover has become warped and bubbled under the leather. No idea what would cause this, I have taken great care not to put it near any source that would have done this damage, not sunlight, heat, moisture or anything. I will be requesting a replacement, but Kindle manufacturers of the cover need to do their homework and come up with a better product, especially for the price we paid.","very negative"
"Jeharkleroad","Amazon","Electronics","Good Good product and will definitely share to all my friends","somewhat negative"
"DebN","Amazon","Electronics","Amazon Fire 8 Gb We bought this for our 8 yr old daughter and it's great for most of what she does, but it is not good for playing a lot of games because it locks up sometimes or it runs a little slower. So if we had to do it again we'd probably buy something with a bigger processor.","neutral"
"jallen344","Amazon","Electronics","great tablet! Great bare bones tablet! Great for e book reading! Also, can't beat the price!! no complaints here!","very positive"
"URDRWHO","Amazon","Electronics","Good reader but not very good browser This works very well for a reader but if you want to browse online it is not so good. The default Silk browser is slow; side loaded Opera and it is slow; Chrome is slow and Firefox is slow. So I have to assume that it is the Fire that is slow WiFi / browsing. But then it was an inexpensive piece of hardware.","somewhat positive"
"Normalguy","Amazon","Electronics","Great tablet at a great price This is a great price point for this tablet. I bought 3 of them for my family to use to supplement their iPhones. YouTube and Netflix are easier to watch on the tablet's larger screen.","very positive"
"reddks","Amazon","Electronics","Nice Product The Amazon - Fire TV worked great our needs. It has all the features we liked.","somewhat positive"
"Keeks","Amazon","Electronics","Basic but good I bought this tablet for my little nephew and he loved it. Perfect for downloading apps on the go and keeping the kids busy on the road. Easy to access the wifi. Memory is ok but I knew that buy the cost. Would recommend for basic use.","somewhat positive"
"flower","Amazon","Electronics","Great for learning to use computer Bought the fire for my mother who is 72 to learn how to use a computer the price was right and she can use it to search the web","neutral"
"LadyD","Amazon","Electronics","It's ok I own an echo and the tap. The tap is slower to respond. If you haven't used the echo then you will like the tap.","neutral"
"Thermite187","Amazon","Electronics","Refurbished version is giving me problems with HDMI connector. Otherwise it's a good device. Careful with refurb! I bought this thing refurbished. I find that I have to unplug / plug back in the HDMI cable on a regular basis when switching inputs on the TV. Not sure if it is the Amazon Fire box itself or if it is the TV (Not likely).Otherwise it is a good device. I bought it for the ability to hard wire my Ethernet connection to my gigabit switch and for 4K capabilities which it does do. Having the Alexa app is handy but her features can be severely handicapped.I probably should have just bought it new..... usually refurbished devices work well as they are tested before resale and it was probably tough to catch that the HDMI port on these might be finicky. I may have to switch it out.","somewhat negative"
"Penny","Amazon","Electronics","Nice size to travel with. Screen larger than phone. Visual better...........","neutral"
"tgm1","Amazon","Electronics","fantastic reader got this because where i work we are not allowed anything with a camera.this was perfect,can read for hours with little strain on my eyes.","very positive"
"Ebcrawford","Amazon","Electronics","Great buy for younger adults I bought this tablet for my son. He used it for mainly games. I though he would like reading his books on it but he prefers the actual book vs digital books. It works great, fast, and vibrant colors. I play with it on occasion. It fits in my hand at night and it's larger than my phone but not as expensive as other tablets. All in all it was worth the money.","neutral"
"DaBroncos","Amazon","Electronics","Good, If you plain to use this for video stream I mainly got this united to task advance of Spotify Connect but the unit would lockup if I tablet or phone that I using times out. I have to reboot the device in-order for spotify to recognize the Fire device again.","somewhat negative"
"OukimN","Amazon","Electronics","Lack usability Buying this device I thought it could replace my phone which my kids love to use to watch their videos. It's great with applications but it's limited when it comes to kids video outside of Amazon's store.","neutral"
"vill41","Amazon","Electronics","cheap feel fully understand this is a budget tablet, but the memory size and quality of screen are not to par","very negative"
"saroj111","Amazon","Electronics","won't charge This tablet was plugged in all night and did not charge.No powerWhite elephant","very negative"
"Greg","Amazon","Electronics","Amazon echo referred to as Alexa So sorry I bought this, had to change its wake up name to echo from Alexa it wouldn't answer to Alexa, on a scale of 1-10 with 1 being terrible I'll rate it a 2 most of the time didn't know how to answer or didn't understand the question, did all the self help and with amazon customer service am ready to return it","somewhat negative"
"Doubleo420","Amazon","Electronics","Not For Kids This is way to complicated for kids, my kid was frustrated trying to figure it out","somewhat negative"
"Aloysius","Amazon","Electronics","Great gadget ok speaker Alexa is pretty fun. I feel as though with updates and more skills to come in the future she will be even more helpful. As an actual speaker or sound system it's just ok. You don't really get the deep rich tones that you would with a larger higher quality system, but for like $80 Echo and Alexa is a good deal.","somewhat positive"
"Chadp81","Amazon","Electronics","Solid tablet I bought this as s present for my 65 year old grandma. She loves it. Very easy to operate. No issues","neutral"
"Bmoney","Amazon","Electronics","Glitchy It's a really cool device with a ton of apps but it often will freeze if left on to long","neutral"
"thenew","Amazon","Electronics","Great Screen Resolution and Form Factor This e-reader is amazing. It is so light and easy to read with one hand. The screen is great and the battery lasts for weeks.","very positive"
"lgfan","Amazon","Electronics","Crashed after update My first tablet was a Kindle. I was curious about the updated version. Very disappointed","very negative"
"Brian Hockings","Amazon","Electronics","One Star Overpriced and should be FREE with Kindle Purchase","very negative"
"Earthdog","Amazon","Electronics","Is it worth it I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.","neutral"
"chihuahua","Amazon","Electronics","Kindle Paperwhite I love my Kindle Paperwhite. It is very easy to operate and it holds plenty of books. It is easy to travel with. I would recommend it to everyone","very positive"
"AbbasFazal","Amazon","Electronics","Great product Superb sound quality with deep bass and loudness, excellent voice recognition with noise cancelling. Lot of Alexa apps with integration with Logitech remote, Philips Hue home automation devices.","very positive"
"Pixie75","Amazon","Electronics","Not for kids Didn't realize until after we bought it that there was no google play.","very negative"
"Mofya","Amazon","Electronics","It works but it's slow It works but it takes a while to do anything. But for the price, it's good enough for the kids.","somewhat negative"
"Don1973","Amazon","Electronics","Good value for cost Takes a bit to get used to OS but once you do it is a pretty decent tab for 40 bucks.","neutral"
"versonova","Amazon","Electronics","Gift for my wife She loves her kindle and reads it every night. I am Looking forward to seeing her face when she opens this in a couple weeks - better screen and WiFi that works. The old one lost WiFi connection in an update or something but works with USB, its about 4 years old. Even with those issues she loves the old one. So this one is going to be spectacularly awesome and the new screen and features are gonna be so appreciated....","very positive"
"BoutLastNite","Amazon","Electronics","Horrible Item Bought it for my 5 yr old daughter and for some reason it did not work. This is the second time I've purchased this and had to return it. So I will get her a mini iPad. Never again will I waste my time and money.","somewhat negative"
"Yug001","Amazon","Electronics","Great personal assistant Picks up voice commands quickly. Music quality is good for the size of the device. Very handy to ask Alexia to add items to shopping list and retrieve on your cell phone.","somewhat positive"
"GAPINDY","Amazon","Electronics","Decent hardware, not the best Android experience I bought this when it was on sale, and my rewards coupon was expiring so I felt I didn't have much to lose. Overall, this tablet is a good value, but you have to be careful about certain aspects.The tablet is really fast for something in this price range. The screen has pretty good resolution as well. There is no Bluetooth connectivity so keyboards and wireless headphones won't work with it.The app store is the Amazon app store. I side loaded Google Play and am getting my apps from there (YouTube helpful for instructions). The lock screen is an Amazon billboard. The default search is Bing instead of Google. I haven't figured out how to fix that yet. I just use the Google app to search Google. You can load the Chromecast app from Play, but it is hit or miss as to whether it works. It works for YouTube and Flixter, but it doesn't work for any Disney Apps (Watch ESPN, Watch ABC, etc.). You can cast the screen and view things that way, but the resolution is limited to the resolution of the tablet's screen.I think it was a good deal since it was cheap, and I can now watch my Prime Movies on it. Still, it's not the tablet you would expect from an Android device. My satisfaction would improve greatly if Chromecast worked better.","neutral"
"Taylor","Amazon","Electronics","Pretty good for the price So far I haven't had any trouble with this tablet. Only thing that sucks is this I can't text from it. If anyone who's an app for it let me know! Thank you !","somewhat positive"
"Lion1","Amazon","Electronics","GOOD DEAL Love everything about my new tablet. Good for on the go work related stuff or even just basic movie watching or emails.","very positive"
"Dgp2017","Amazon","Electronics","Arrived broken Screen was cracked but the package did arrive earlier than expected","very negative"
"lacorota","Amazon","Electronics","Inconsistent quality I've had every Kindle e-reader available. Though it doesn't have all the features available on the Voyage, the Paperwhite is the best. The issue I've had are the emergence of tiny light leaks emerging from the source through the matte textured page background. They're little pinhole-sized, bright light scattered across the page. It usually begins with just one, or two, and becomes several over time. It's distracting to reading. In a conventional book, it would be like having a small speck of dirt on the page. If these little things don't bother you, then it's not an issue. The Paperwhite models don't seem to have this problem as often as the Voyage does. I went through 3 Voyage models before surrendering and returning to the Paperwhite. The Paperwhite has fewer total lights, so it's not as evenly lit as the Voyage, however, it's nothing significant.","neutral"
"Infatigavel451","Amazon","Electronics","Not a great tablet platform Compared to an equally inexpensive RCA tablet, this one has more limitations in the apps you can get. I was disappointed in its utility and prefer the RCA tablet over this one.","somewhat negative"
"MrsB","Amazon","Electronics","This tablet is great for my child. My son thoroughly enjoys having this tablet, and I love the protective case that comes with it.","very positive"
"redfeather","Amazon","Electronics","kindle used as a kids tablet Well primarily I was going. To for a Samsung galaxy but for the price I went with this kindle for my daughter to use I do like the parental control features I just wish Amazon was a full android device instead of limitations to app markets I can't even get Google play. Unless you jail break it. Well for what it does it works fine just not the top of the list.","neutral"
"mominpa","Amazon","Electronics","Love Alexa Alexa is so much fun. Love the jokes and the ability to get any information I need by simply asking","very positive"
"techgear","Amazon","Electronics","This is best in the market It is highly recommended for someone who loves reading. Easy set up, lots of books to download.I have iPad, but this beats reading experience hands down.One downside is that the new Kindle Paperwhite has lower battery life compared to it's previous generation. Hence only 4 star.","somewhat positive"
"FLEX3333","Amazon","Electronics","Not impressed Thought this would be pretty cool gadget. Not impressed. Poor voice recognition.","somewhat negative"
"Firekindle","Amazon","Electronics","Kindle is overrated Too proprietary, the apps my daughter liked I could not install on it for her so basically it was worthless for me and I returned it.","very negative"
"Dramaqueen","Amazon","Electronics","A Gift I bought this for as a gift for my daughter. she love it!","somewhat positive"
"BIRen","Amazon","Electronics","Great product, great features, great price. My wife and I are so happy with the range of functions on this product that we bought one as a gift for her sister. Love the clear and crisp screen and ability to navigate easily.","very positive"
